DR. REDDY'S LABORATORIES            ,DRREDDY   ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TATA POWER CO LTD                   ,TATAPOWER ,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/tatapowercompany/TPC,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TATA CONSULTANCY SERV LT            ,TCS       ,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataconsultancyservices/TCS,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TECH MAHINDRA LIMITED               ,TECHM     ,https://www.moneycontrol.com/india/stockpricequote/computers-software/techmahindra/TM4,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TITAN COMPANY LIMITED               ,TITAN     ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
UNITED BREWERIES LTD                ,UBL       ,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
ULTRATECH CEMENT LIMITED            ,ULTRACEMCO,https://www.moneycontrol.com/india/stockpricequote/cement-major/ultratechcement/UTC01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
VEDANTA LIMITED                     ,VEDL      ,https://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
WIPRO LTD                           ,WIPRO     ,https://www.moneycontrol.com/india/stockpricequote/computers-software/wipro/W,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
ZEE ENTERTAINMENT ENT LTD           ,ZEEL      ,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
BHARTI AIRTEL LIMITED               ,BHARTIARTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
CANARA BANK                         ,CANBK     ,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
COLGATE PALMOLIVE LTD.              ,COLPAL    ,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
CONTAINER CORP OF IND LTD           ,CONCOR    ,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
DLF LIMITED                         ,DLF       ,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/dlf/D04,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
EXIDE INDUSTRIES LTD                ,EXIDEIND  ,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/exideindustries/EI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
HERO MOTOCORP LIMITED               ,HEROMOTOCO,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/heromotocorp/HHM,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
ICICI BANK LTD.                     ,ICICIBANK ,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
VODAFONE IDEA LIMITED               ,IDEA      ,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/vodafoneidealimited/IC8,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
IDFC FIRST BANK LIMITED             ,IDFCFIRSTB,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
JSW STEEL LIMITED                   ,JSWSTEEL  ,https://www.moneycontrol.com/india/stockpricequote/steel-large/jswsteel/JSW01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
LIC HOUSING FINANCE LTD             ,LICHSGFIN ,https://www.moneycontrol.com/india/stockpricequote/finance-housing/lichousingfinance/LIC,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
MARUTI SUZUKI INDIA LTD.            ,MARUTI    ,https://www.moneycontrol.com/india/stockpricequote/auto-carsjeeps/marutisuzukiindia/MS24,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
MUTHOOT FINANCE LIMITED             ,MUTHOOTFIN,https://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
NATIONAL ALUMINIUM CO LTD           ,NATIONALUM,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
NMDC LTD.                           ,NMDC      ,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
PAGE INDUSTRIES LTD                 ,PAGEIND   ,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pageindustries/PI35,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
PIRAMAL ENTERPRISES LTD             ,PEL       ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
POWER FIN CORP LTD.                 ,PFC       ,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
PUNJAB NATIONAL BANK                ,PNB       ,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
